regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000022,20000280,VH1-NS,-176473766311769700,47615834011912640,-315567927690468100,-185254685704107420,-167692846919431970,39014100654334824,56217567369490460,-318538732806640500,-312597122574295740,500019,0
10000022,20000281,Q4IG-S,-181260803212758240,68536689647171860,-315579728044049300,-187498459585755740,-175023146839760740,59131125434135864,77942253860207840,-327365779513776640,-303793676574322000,500019,0
10000022,20000282,JG-ZLG,-164555380207490560,34812986956966616,-364404130592435140,-168893437213270700,-160217323201710430,25449139059268364,44176834854664860,-370048098250665660,-358760162934204600,500019,0
10000022,20000283,V-H3V0,-201067151562010880,39312093073856180,-299621751473348800,-215997165824133250,-186137137299888540,23026076955216264,55598109192496100,-311624108420024700,-287619394526672900,500019,0
10000022,20000284,W-ULNA,-184883879469871500,80585676531118750,-294825761311461000,-194105347831842180,-175662411107900770,74242977194827020,86928375867410480,-308231874731338600,-281419647891583400,500019,0
10000022,20000285,SB3-IH,-182881571417730370,31038803440955150,-336570864220536800,-188077589136729540,-177685553698731170,25073355173221972,37004251708688330,-342528674189211300,-330613054251862340,500019,0
10000022,20000286,Z01V-Z,-187707187528166240,53440609777722510,-342921043286650100,-198613641852438200,-176800733203894270,34431481856440284,72449737699004740,-354940938913505800,-330901147659794370,500019,0
10000022,20000287,WF-OP4,-203272625793977860,100980846962736460,-273650380719795360,-215629912938172400,-190915338649783330,92239020838302700,109722673087170220,-278543127891631800,-268757633547958900,500019,0
10000022,20000288,R-IZDC,-220896070661677380,79371272630738340,-277692487222722300,-225560969493521180,-216231171829833600,71732240342364820,87010304919111870,-291010392267260800,-264374582178183780,500019,0
10000023,20000289,MDM8-J,-202449698298649280,101199870894942780,238553930773526820,-218711320615929470,-186188075981369100,95414252026948560,106985489762937020,230808654220057340,246299207326996300,None,0
10000023,20000290,U8-CWA,-231343135177883100,121431226976368690,235817661354788220,-247646124942621200,-215040145413145020,109429056989046000,133433396963691380,228062541364556860,243572781345019620,None,0
10000023,20000291,38G6-L,-242627774635217630,90669868357214700,235402618510258000,-253316238769849570,-231939310500585700,79771003613811800,101568733100617600,224893381435086530,245911855585429440,500016,0
10000023,20000292,YS-GOP,-248711195095868830,86284953106576480,204957641183460540,-263433879213176480,-233988510978561180,75447404886059180,97122501327093800,194778276947921120,215137005418999940,None,0
10000023,20000293,WMP-OF,-265046201778828220,105796642500355620,235846110211298050,-278303707260179460,-251788696297477000,98040717857055730,113552567143655500,230715075359584000,240977145063012060,None,0
10000023,20000294,LY-FY6,-257022079349368500,108211621955990050,214912305801764100,-264756931276698020,-249287227422039000,103770037890518020,112653206021462080,207890823477592030,221933788125936130,None,0
10000023,20000295,U-7RBK,-219148551655972670,93206530002136640,219936534215109300,-226411801439881120,-211885301872064260,80320166962427790,106092893041845500,210736768497535870,229136299932682780,500018,0
10000023,20000296,G8-D09,-236501743423217860,92915913846967540,229776233672207900,-242384550523522700,-230618936322913060,87685130564219820,98146697129715250,222346153085234660,237206314259181150,None,0
10000023,20000297,304Z-R,-277126835381920030,65734841191885390,218485024566774880,-286544238161105470,-267709432602734600,46265998599315510,85203683784455260,206245895447314140,230724153686235620,None,0
10000023,20000298,K-QUVW,-269736430171760740,86558157660259870,211400119022873950,-279658952805782080,-259813907537739400,79600244994514800,93516070326004930,206977223069143330,215823014976604580,None,0
10000023,20000299,LN-L8L,-301103946453544000,61458294621455650,223753477620610720,-308516113162771900,-293691779744316100,52526562009126650,70390027233784640,219966027741032580,227540927500188860,None,0
10000023,20000300,S4GH-I,-287881091635182340,58860860730608130,201897134255936600,-294963304579952260,-280798878690412450,51354282919720850,66367438541495410,196935446242867300,206858822269005920,None,0
10000023,20000301,0A-73B,-319394067132735200,36527305406486150,224160288174197100,-330175764355450700,-308612369910019840,25802595799981490,47252015012990820,217837241091052380,230483335257341800,None,0
10000042,20000302,Barvigrard,-124264869458733500,28948982058508370,57390335176842880,-133252103753499550,-115277635163967440,14603294256387894,43294669860600000,49542226711761150,65238443641924600,500002,0
10000042,20000303,Tiat,-132920656552566270,29967198077529616,43691431012023300,-136570989859788930,-129270323245343600,23807510422452140,36126885732607090,35249424162542948,52133437861503640,500002,0
10000042,20000304,Aldodan,-107477458276633460,-6953093208971083,40366814855894510,-118634622285769500,-96320294267497400,-14079969712765330,173783294823165,28749612718438964,51984016993350060,500002,0
10000042,20000305,Ani,-131138457456690620,50316946491283890,53833755454735140,-138043150126234690,-124233764787146560,41287415259813544,59346477722754240,49488922809969640,58178588099500620,500002,0
10000042,20000306,Fribrodi,-137997971841353150,2446066402287083,44119683042884970,-145792318441953760,-130203625240752530,-7661567095086923,12553699899661090,40148292216033220,48091073869736720,500002,0
10000042,20000307,Eugidi,-136906049263514400,33443450510316400,27558973454974308,-144326485048202980,-129485613478825820,28517367248859580,38369533771773224,20688489119145976,34429457790802640,500002,0
10000042,20000308,Essin,-132484006702055400,17807618774450584,21128897389502896,-134671986395386050,-130296027008724720,12010988760260580,23604248788640588,14598110937871870,27659683841133924,500002,0
10000042,20000309,Angils,-132579557192475780,7009467730444352,29086042331472970,-139339658751803970,-125819455633147580,-416693118486476,14435628579375180,21336767341642780,36835317321303150,500002,0
10000025,20000310,Q-IPAA,7415183583835914,-21296784308903892,-218319826979682620,-3178965432794342,18009332600466172,-36936146877333790,-5657421740473990,-223379037113273730,-213260616846091520,None,0
10000025,20000311,K-ZKBM,4640909937925343,-677725331112202,-226595185107457950,-3824328052173934,13106147928024620,-11107408650047104,9751957987822700,-234988053859199500,-218202316355716400,None,0
10000025,20000312,MY-QQI,-22895386897376760,1593947894416182,-204720037688867300,-35130596666269764,-10660177128483752,-14560177181975306,17748072970807670,-213965916008265540,-195474159369469060,None,0
10000025,20000313,RTCU-5,-3514851215342739,2972619111071161,-201162488704517700,-9333385956921896,2303683526236418,-8288312032390197,14233550254532518,-206433965414895140,-195891011994140220,None,0
10000025,20000314,C73-U5,-22574063612333576,-14277064345259664,-190663440836955100,-28771245473041290,-16376881751625862,-21411965057437544,-7142163633081786,-207569815616543680,-173757066057366530,None,0
10000025,20000315,K-N3MD,24742313210961990,-16177001741374404,-220605630423610000,18963829619279744,30520796802644244,-20247200409504332,-12106803073244476,-228745078499020900,-212466182348199070,None,0
10000025,20000316,4MY-AB,10996973893316300,17494681505352452,-217840161751996300,2120209047766994,19873738738865610,8050497958569265,26938865052135640,-225296623926498500,-210383699577494100,None,0
10000025,20000317,Y46-EN,-8547993101932973,-23530339396911252,-165767307374257900,-16794464541509874,-301521662356072,-29824440118191490,-17236238675631016,-176367460137953020,-155167154610562750,None,0
10000025,20000318,EL8Z-M,38867357996489150,-16432379908846002,-228389184556606200,35497702415706504,42237013577271810,-19114456628688324,-13750303189003680,-237368885458840500,-219409483654371870,None,0
10000025,20000319,YENX-U,41365132824483950,-2098750639150452,-237974595231511870,25259150654501830,57471114994466060,-8882653982354806,4685152704053903,-248905790570467680,-227043399892556060,None,0
10000025,20000320,WTE-CK,42882990951598200,-15859875497728684,-245446293398219070,39175620152012930,46590361751183470,-29681212004775080,-2038538990682289,-248368859788605900,-242523727007832260,None,0
10000025,20000321,IJE6-J,66681215217108640,-5884271961153156,-245801054389059070,54490061816630570,78872368617586700,-17813654851733168,6045110929426854,-258827857081017600,-232774251697100500,None,0
10000043,20000322,Throne Worlds,-215258326880235520,36295414299807550,-66569981807256650,-225767946510462140,-204748707250000000,29487251886217400,43103576713397710,-81820845758748850,-51319117855764450,500003,0
10000043,20000323,Mobit,-235184054487803780,36649970152503100,-48958033823536690,-247109547288478850,-223258561687128700,25744948520026708,47554991784979500,-59935159682957490,-37980907964115896,500003,0
10000043,20000324,Yestadan,-165810212398963140,62546570511432430,-112660215311965250,-174556488485183780,-157063936312742530,58430608418048750,66662532604816104,-120654969281716860,-104665461342213630,500003,0
10000043,20000325,Mazake,-197486987686475360,77703197995805090,-101475257204268080,-205943588644738900,-189030386728211800,68766970748792040,86639425242818130,-109258035191690960,-93692479216845200,500003,0
10000043,20000326,Kekah,-157797882965594940,70534899483633460,-99380080225837400,-160346656249258100,-151072667487633150,64715100057171970,76354698910094940,-102507622575882400,-96252537875792420,500003,0
10000043,20000327,Sosarir,-175072474375731870,63115719092983170,-79042326073099420,-186271796691335520,-163873152060128220,53317038028563096,72914400157403250,-93423116292716340,-64661535853482510,500003,0
10000043,20000328,Armi,-254049920576989540,12999421783769292,-66246113978999570,-257148204819642340,-250951636334336740,4657382136468877,21341461431069708,-72227438210967460,-60264789747031690,500003,0
10000043,20000329,Mulata,-235944831494938430,26304913496281584,-70333595561912830,-244747549170398600,-227142113819478240,10242258052169074,42367568940394100,-79997441065530080,-60669750058295590,500003,0
10000043,20000330,Nashar,-184105026734876740,87215757368639260,-104751745907122530,-186527152213559330,-181682901256194140,76292223526588510,98139291210690030,-110851546346553660,-98651945467691380,500003,0
10000043,20000331,Kehina,-178313127966223100,58511112066139880,-100723234823401230,-182721141055622500,-173905114876823740,47134872735151640,69887351397128120,-112032574833083740,-89413894813718720,500003,0
10000043,20000332,Avib,-186443806701775550,61340586805720790,-102216641610927040,-191228445276681180,-181659168126869900,55148329241878790,67532844369562790,-106037112615649860,-98396170606204240,500003,0
10000043,20000333,Liela,-163165410430790660,44324726962894750,-113517694152967680,-168297166251534300,-158033654610046980,39320291177421060,49329162748368440,-128360445392157230,-98674942913778140,500003,0
10000043,20000334,Norgoh,-193128405128799100,49845172445073336,-74268307080374700,-198289764828090530,-187967045429507680,42003748664001750,57686596226144920,-84627542097860240,-62919590335819620,500003,0
10000027,20000335,4M6-GJ,138553257910686780,67606250688603710,34075783771346656,128418314206482540,148688201614891040,52449034035907880,82763467341299540,28583155274307804,39568412268385510,None,0
10000027,20000336,D-GU3R,154853069525332400,46845582560592590,79958405732611260,143871259205279870,165834879845384930,40823246767790640,52867918353394540,70158337511400260,89758473953822290,None,0
10000027,20000337,N-APJ8,126277510176725650,48200459904169300,19750658305932184,117558686096655400,134996334256795900,44026203535675544,52374716272663060,7637034154276576,31864282457587796,None,0
10000027,20000338,PGPJ-8,169160953573359070,78563570743692540,34836269264013490,152918878349796800,185403028796921340,69837310059384940,87289831428000130,28385972035362892,41286566492664080,None,0
10000027,20000339,8G-JN6,115789909534561890,70854348542138344,36711405336956050,108577690392577250,123002128676546530,57394421155805100,84314275928471580,29338335573867756,44084475100044344,None,0
10000027,20000340,M9-AN3,131773292913975070,55635765176159660,49859951588209790,123437417513824060,140109168314126060,48126688457363080,63144841894956260,45529882259214750,54190020917204840,None,0
10000027,20000341,6TT8-Z,129363471731244860,83669487773050640,24398083060452850,122558224993115630,136168718469374110,69313690079691510,98025285466409760,14803229436116816,33992936684788880,None,0
10000027,20000342,RDD-E6,182894556220222270,64815524478238904,26666188273686840,173497296437877800,192291816002566720,57871709163288910,71759339793188900,24211573200487230,29120803346886450,None,0
10000027,20000343,ICH-B6,161557141477657570,44166735732024380,49490057600762530,155613772963896450,167500509991418700,39103313742031250,49230157722017530,35265094207756250,63715020993768800,None,0
10000027,20000344,SLYP-5,188808512133040400,49041463587278270,31604402485798584,183554051767364580,194062972498716160,40313221459334610,57769705715221944,24732925897609852,38475879073987310,None,0
10000027,20000345,8AO-5V,97289740362062620,56178970290884250,51978961012971900,89633488791995680,104945991932129570,45353669696153420,67004270885615070,46016025174247770,57941896851696030,None,0
10000027,20000346,J-78ZG,94960285175346660,80309723872056030,13191865672104128,81188106997318080,108732463353375250,66223027926292504,94396419817819550,-1709437071901814,28093168416110070,None,0
10000027,20000347,H7Q-DG,163967724092370400,29084806420449220,19871477433653404,160616769570060860,167318678614679940,19569592620907656,38600020219990780,9051481479307454,30691473387999350,None,0
10000027,20000348,1VN-XC,67955570592463560,56268513775656260,-4222009126211450,62494449553358140,73416691631568980,52664772413762216,59872255137550296,-11704954389585462,3260936137162563,None,0
10000027,20000349,PG-RWX,162616127533768130,59803192769837260,35864344684799296,155077607292453500,170154647775082780,52690518402160280,66915867137514260,32989262944933644,38739426424664940,None,0
10000028,20000350,Fittakan,-57124632275023080,19726220127020910,6614261455013100,-65102835219480830,-49146429330565330,14376240580168868,25076199673872960,1824762602778853,11403760307247346,500002,0
10000028,20000351,Tartatven,-48368751849162150,17990371492580682,-6743453975666091,-52650527276445080,-44086976421879224,8604628753271402,27376114231889964,-11549100894358340,-1937807056973842,500002,0
10000028,20000352,Besateoden,-38674401255517250,1165418882720678,7297437656327948,-44159220478956880,-33189582032077624,-12318285422234794,14649123187676152,829321039213015,13765554273442882,500002,0
10000028,20000353,Almur,-48304059576488880,4913819382980702,-183156755441142,-52835956142539620,-43772163010438150,-1283849867638102,11111488633599504,-4171567835267506,3805254324385223,500002,0
10000028,20000354,Eoldulf,-14319594969553332,-3718163041907468,4605796254604628,-22106407487896140,-8968666578881674,-8136592796488142,700266712673207,-3244289932940288,12455882442149544,500002,0
10000028,20000355,Elfrard,-17870341416294692,-11025569331781392,-18049644802828956,-23559908997577012,-12180773835012374,-19085402799385080,-2965735864177703,-26475898383177964,-9623391222479946,500002,0
10000029,20000356,N-K4Q0,-30216693094609244,78145270841042720,137261979990137300,-40488236553931470,-19945149635287016,69377928590979490,86912613091105950,134009062566338060,140514897413936530,500017,0
10000029,20000357,UBPU-9,-42214695718038360,53887746016370110,119762953808631300,-54018691413304320,-30410700022772400,32512307338055868,75263184694684370,107776288977786140,131749618639476430,None,0
10000029,20000358,IPS-QB,-23643244393661110,86296208153969860,122818090251175300,-28268893625125140,-19017595162197090,79028551729953540,93563864577986190,117384939874336460,128251240628014130,None,0
10000029,20000359,8K-CHA,-5169761772346602,84123333308769900,128732311009860180,-12116407102002752,1776883557309548,77038620710282420,91208045907257390,122713858703057710,134750763316662640,None,0
10000029,20000360,ZYL-FT,-45137480054461230,81187921493324690,130605834098059780,-46703461956475300,-43571498152447176,74947589532382380,87428253454266990,122439220932828420,138772447263291150,None,0
10000029,20000361,NK-AOZ,3595571373776668,79386693368477220,116826906029790980,-2659055823602606,9850198571155940,74916359923407310,83857026813547100,107188897708378450,126464914351203490,None,0
10000029,20000362,V1G-63,13469626990730056,84481943183283800,120954248749468540,6340139295123326,20599114686336784,78016237464627540,90947648901940100,116108125479163470,125800372019773600,None,0
10000029,20000363,F-ZNNG,-33861228301261410,23541985779531916,95542637017339300,-43183590970093100,-24538865632429716,8788299517628597,38295672041435230,85223687993381440,105861586041297140,None,0
10000029,20000364,KR-XF4,6766942490310026,96014382799206050,93831078189904380,-9259962967847282,22793847948467336,77983452244625310,114045313353786780,79373412789286460,108288743590522290,None,0
10000029,20000365,RJ-1R7,-39282066105635464,56012466860468110,107072987194612930,-45727343218368136,-32836788992902788,50882700845392460,61142232875543750,101660424902932100,112485549486293760,None,0
10000029,20000366,74IL-O,-7854893875081141,75708423408246270,98363848379471780,-12254995040000060,-3454792710162223,69841490892693144,81575355923799400,91593458295218960,105134238463724590,None,0
10000030,20000367,Ortner,-102443018585216160,41967542491658110,-3279331427389417,-119198464346739460,-82687572823700000,35890999178293370,48044085805022856,-14036295683207542,7477632828428709,500002,0
10000030,20000368,Huvilma,-120644441659824900,59131074017490330,1341995667252953,-125234161059747870,-116054722259901940,50921509000082180,67340639034898480,-5165562747441649,7849554081947555,500002,0
10000030,20000369,Osta,-80837697570635460,22570363709092050,4992598993045760,-88283385669714420,-73392009471556480,10152173180544398,34988554237639692,-3071643556738954,13056841542830474,500002,0
10000030,20000370,Odengsolf,-98723770185660020,45209023932724800,20290238695583268,-105003036781673250,-89444503589646780,39805997010544670,50612050854904920,9220108268269276,31360369122897260,500002,0
10000030,20000371,Wiedadur,-72539695124338540,16479506049161428,21984842791583600,-77820790888255550,-67258599360421540,7348042895908149,25610969202414708,14166872954424666,29802812628742536,500002,0
10000030,20000372,Hed,-128269338426337400,38212719069804984,7556108809294752,-132246410564180340,-124292266288000000,32231073945882740,44194364193700000,5422561601291449,9689656017298054,500002,0
10000030,20000373,Sveipar,-91821203639613890,29264501472439976,51576774226127830,-101293741481000000,-85348665798300000,10306854956545910,48222147988334040,39043399548984690,64110148903270980,500002,0
10000030,20000374,Akimamur,-63028264718080810,10862133326373424,31346710250820680,-70364277215800230,-55692252220361384,4401789500751276,17322477151995572,24613585262535400,38079835239105960,500002,0
10000030,20000375,Evannater,-81174323978943970,6307765002680758,34457004516069170,-88994158312311800,-73354489645576130,-2039298402925395,14654828408286910,26557255711958976,42356753320179360,500002,0
10000030,20000376,Urtfer,-57589232556864050,30322190607879940,44249137478057300,-63656659272072440,-51521805841655656,20956500370109816,39687880845650060,39567441167079800,48930833789034780,500002,0
10000030,20000377,Erada,-93544614317811650,43935284872095840,44489321380401810,-101103457107960560,-88985771527662740,35821132512673336,52049437231518340,38920606722199850,50058036038603770,500002,0
10000030,20000378,Benurad,-62985541774889660,5117709236688716,41906750825712110,-73518848554141760,-52452234995637576,-7411607446242744,17647025919620176,32350980813408028,51462520838016190,500002,0
10000031,20000379,5J-SSP,-44331469586518540,2544914793981758,-305300973053793000,-50497389523554424,-38165549649482664,-9050654503243918,14140484091207434,-322113857254606700,-288488088852979300,None,0
10000031,20000380,ZYR-NF,-41398193492910800,5866006474844544,-342343988363226750,-52042036622635680,-30754350363185924,-19345116972117370,31077129921806460,-355121652053031940,-329566324673421600,None,0
10000031,20000381,1A-WYQ,-42633342489110690,1570332719006958,-361118129511463700,-47525377887699520,-37741307090521860,-2873126800191224,6013792238205139,-369570198661885300,-352666060361042000,None,0
10000031,20000382,05M-I1,-46272153163454380,23800826211707800,-360833155398027100,-51170366458995970,-41373939867912790,7341946447081410,40259705976334184,-369170281458632640,-352496029337421500,None,0
10000031,20000383,EK-NQ2,-46204832663821510,-30528048481020740,-362894229796303000,-52993888861557410,-39415776466085620,-51067814648069016,-9988282313972462,-373654827637085200,-352133631955520700,None,0
10000031,20000384,O6W-QE,-34808423667607228,-8553834518256708,-364596143821144600,-42420099293364264,-27196748041850190,-14798787227897144,-2308881808616273,-370343636772208060,-358848650870081100,None,0
10000031,20000385,QZJ-FL,-30940181095956176,26847972606432064,-342591736922496800,-42281080980887480,-19599281211024870,19197344015506720,34498601197357404,-346756025635957700,-338427448209035900,None,0
10000032,20000386,Disier,-186618391602466800,65346420393098020,33016215606279816,-197199129695377380,-176037653509556220,54089725993386080,76603114792809950,23406642347225744,42625788865333890,500004,0
10000032,20000387,Gallente Border Zone,-158513371335377860,49937160851048260,85257599295005860,-164079864231202400,-152946878439553340,41918769936245390,57955551765851120,74965988246291940,95549210343719760,500004,0
10000032,20000388,Spaen,-175124656361257300,40371326904553710,-5696121940857438,-178957770076061280,-171291542646453340,31282224212879930,49460429596227490,-14426495437265906,3034251555551030,500004,0
10000032,20000389,Coriault,-183794826055177800,52538627442623200,24695238703659816,-192736330303019900,-174853321807335650,49319333340331096,55757921544915300,19871875621985452,29518601785334176,500004,0
10000032,20000390,Firille,-165439877001789380,22178519753354628,18632016875927780,-170491472817559940,-160388281186018800,13825488156568374,30531551350140880,13996580763373686,23267452988481876,500004,0
10000032,20000391,Jonenor,-205049542686880600,47914794806774990,14728012990151136,-212593381915376320,-197505703458384900,38922848210851210,56906741402698776,6019128675263218,23436897305039056,500004,0
10000032,20000392,Algintal,-156869399692814980,46040764352027740,43599461457995550,-163162305849000000,-150576493536515460,35367300071952588,56714228632102904,39034913447174180,48164009468800000,500004,0
10000032,20000393,Lolbrerie,-164774665198974400,41639187182860460,61842250141152630,-177845888422113820,-151703441975835000,31699185269495570,51579189096225350,50767734584297730,72916765698007540,500004,0
10000032,20000394,Stion,-158935579731283970,32163745622822924,10072584120996578,-163926121226381440,-153945038236186530,27275692100920350,37051799144725496,2173096139387508,17972072102605648,500004,0
10000032,20000395,Wyllequet,-177121417364558800,51249510788816450,5614099163952058,-184590172799858900,-169652661929258700,45843245870290040,56039622772094860,-2077078720236511,13305277048140628,500004,0
10000032,20000396,Agiesseson,-173488424102575900,47880213348590780,41042663713493440,-180861761470389000,-166115086734762800,37487428568911700,58272998128269880,31987575548924756,50097751878062120,500004,0
10000032,20000397,Nexus,-161820817573140900,38010779267030580,29015273318334530,-166183387532000000,-157458247614335520,29158297063436790,46863261470624350,24227537518656096,33803009118012960,500004,0
10000032,20000398,Aeman,-145206126335510400,14838041011608700,69791952731456024,-149038239521673000,-141374013149347790,-218191781118989,29894273804336390,66043633823521900,73540271639390140,500004,0
10000032,20000399,Nadire,-218619639817449800,68561036562200720,3805695504213306,-227931942942655330,-209307336692244220,50095513202314440,87026559922087000,-5196074274655588,12807465283082200,500004,0
10000032,20000400,Ambrye,-170443315017371740,42112193835997496,20374518064667772,-176132159330408900,-164754470704334600,37350622489159980,46873765182835010,18135253918762730,23613782210600000,500004,0
10000033,20000401,Imurukka,-128697042373284350,98181981796231790,148876595282701570,-131503665144133730,-125758423382783380,90812924723298080,105551038869165500,143171095109554700,154582095455848420,500001,0
10000033,20000402,Nagaslaiken,-136921432392243490,62969672072297040,134780080278726140,-147672414856688130,-126170449927798830,50369929906887640,75569414237706450,127497474678704500,142062685878747790,500001,0
10000033,20000403,Arekin,-136570680872995800,84565377439154820,137368418586887340,-146456772491530940,-126684589254460690,79189726540783180,89941028337526460,131848641552883150,142888195620891540,500001,0
10000033,20000404,Ieyama,-166140386868515840,47332294584113096,139737979525143550,-178002382881199970,-154278390855831680,42610467836791820,52054121331434370,130817302459118190,148658656591168930,500001,0
10000033,20000405,Caldari Border Zone,-185101273756234180,53502829529812580,60766999976232420,-195799434190949660,-174403113321518720,47424090181061520,59581568878563640,47292372411103416,74241627541361400,500001,0
10000033,20000406,Kantanen,-166430510762917630,80315360014127340,92486327160576130,-173280858539075800,-158591964335922200,71049133481969190,89581586546285500,82182433886527310,102790220434624940,500001,0
10000033,20000407,Outartoh,-121250166146241250,81283448467333390,125397320805503490,-128183116394536110,-114317215897946380,65067396005722640,97499500928944140,121430459945886930,129364181665120060,500001,0
10000033,20000408,Uusasai,-140597205612870750,96897160259356670,99193893606350770,-147344815277078100,-133849595948663410,85693254314887580,108101066203825760,86764678748435580,111623108464265950,500001,0
10000033,20000409,Suon,-135047089017544200,82079424879238780,82463060115168480,-138143247136544800,-131950930898543600,66032260761458040,98126588997019540,75317306241481280,89608813988855660,500001,0
10000033,20000410,Otawasa,-174377026007037950,72556187331063500,102192739274769820,-179989609434378370,-168764442579697500,63892780257654696,81219594404472320,95955653055841660,108429825493697980,500001,0
10000033,20000411,Tasen,-151873406787911650,73364093309144460,81593012132346900,-159005315109962850,-144741498465860450,66669972738760024,80058213879528910,76231966033088420,86954058231605380,500001,0
10000033,20000412,Isoma,-187991094902497570,70025042360959680,108191570919438030,-193688671771185060,-182293518033810080,62597638135819170,77452446586100200,101779281826386670,114603860012489390,500001,0
10000033,20000413,Santenpaa,-142253698577735870,109857653636711230,127092289984218240,-148530235790255650,-135977161365216100,98706232479937170,121009074793485310,119861513242002610,134323066726433870,500001,0
10000034,20000414,6-CBBM,143622892670417870,29238013566995150,113777338706395540,138736428230350020,148509357110485730,14734897029838476,43741130104151830,101808657643275800,125746019769515260,None,0
10000034,20000415,78-6RI,135270596828688220,71898346430233130,98546797994194600,125888286122064560,144652907535311900,63147447632109090,80649245228357170,95999698388839870,101093897599549330,None,0
10000034,20000416,2O-VY7,139683619918167000,65730016996807230,59920186697555390,134631700401704080,144735539434629950,53909929933899680,77550104059714780,53282232403462540,66558140991648230,None,0
10000034,20000417,3NA-Z1,126241505857220930,32604157799200240,101639715430303740,122477726573859440,130005285140582420,15981804438194982,49226511160205496,92619412190721840,110660018669885650,None,0
10000034,20000418,S4S-SD,138125943875667490,58240039883217260,97269269986401600,132002472839865380,144249414911469600,47012044945479830,69468034820954690,92136907227226130,102401632745577060,None,0
10000034,20000419,U-HSM3,139392054085397340,76645988528127400,81466103159935800,132280207834898300,146503900335896400,68985413067648216,84306563988606560,75248255047932460,87683951271939150,None,0
10000034,20000420,8UD2-J,110709276315876690,64638518410199330,86680759404146240,103222331121810030,118196221509943340,51733521738546740,77543515081851920,80666375423607410,92695143384685070,None,0
10000034,20000421,XPG-HE,124322414572366430,81329596591169950,92905224983610720,119893750865010030,128751078279722830,76433345729639120,86225847452700770,84038039418699600,101772410548521820,None,0
10000034,20000422,P-B2NE,113745141545878240,39449104614128460,87049270307742700,109786100994969060,117704182096787410,27979556009816124,50918653218440800,81667809009058290,92430731606427120,None,0
10000034,20000423,2Q-8WA,157173170504375550,28290179526872200,130038972058830180,152381785717665950,161964555291085200,19268866382339308,37311492671405090,123946392346547120,136131551771113250,None,0
10000035,20000424,29V-1R,-195416621612400060,127732689665378060,267755265645256220,-200576473161779740,-190256770063020350,118231563805037250,137233815525718880,262103470321291520,273407060969220930,None,0
10000035,20000425,Z-D6K5,-218265879355096900,109737277036642080,274348323053297400,-231487468798950430,-205044289911243360,97311165673935950,122163388399348200,269268962565992830,279427683540601950,None,0
10000035,20000426,VW7-YN,-246185529610762620,73693705072064930,282074861764239870,-255020492266257020,-237350566955268260,61683688882262870,85703721261866990,278831250728596540,285318472799883230,None,0
10000035,20000427,UTQ-BO,-253460837236937920,81012862763698300,298629359429878500,-263724944781548320,-243196729692327520,71499765102741450,90525960424655150,289021959194091300,308236759665665660,None,0
10000035,20000428,N-U2LX,-249259418609732860,51805965511940160,297781102373461200,-256622103289593120,-241896733929872640,42167068709164856,61444862314715460,289017486242155100,306544718504767300,None,0
10000035,20000429,S-B1E4,-281357718108021220,71995633204428670,314885567120018200,-303671612073285060,-259043824142757380,62183716098562376,81807550310294980,309379157444023900,320391976796012400,None,0
10000035,20000430,A21H-Z,-314375091494718700,93439933660430600,318644935984705200,-321650730177533100,-307099452811904300,86925843279021810,99954024041839360,308879363932932900,328410508036477500,None,0
10000035,20000431,RFY-QB,-338333118952814460,85205480563710820,326834616487546300,-348275799298193150,-328390438607435800,69335020933728420,101075940193693200,311977147913810800,341692085061281800,None,0
10000035,20000432,D-AWFI,-357288458792001660,107612978408276030,352811725566155500,-374111833831424900,-340465083752578500,92218365910888370,123007590905663710,344370559234728500,361252891897582600,None,0
10000036,20000433,Semou,-141793322954927500,22056522365527324,-30322971680447224,-145822098884361250,-137764547025493760,14791787097258728,29321257633795920,-39820494002100240,-20825449358794210,500003,0
10000036,20000434,Ryra,-123525276439879940,58639904700767304,-71414937180996930,-126385651879428350,-120664901000331500,53472684468776600,63807124932758010,-85025958509925060,-57803915852068790,500003,0
10000036,20000435,Kisana,-118301817749884820,51464237619691900,-45753965741928210,-129758860808177550,-106844774691592080,44437819358182330,58490655881201470,-55747888237154800,-35760043246701624,500003,0
10000036,20000436,Jayai,-153597428082823170,46220436909891784,-35909499059876090,-160749795745380960,-146445060420265380,38576070231097540,53864803588686030,-42118800376148600,-29700197743603580,500003,0
10000036,20000437,Kabo,-114113534740286300,94826622183441630,-96345248630249150,-126124263757557710,-102102805723014880,85581189871892300,104072054494990940,-101824084912931260,-90866412347567020,500003,0
10000036,20000438,Daredan,-138149603436575420,77296219745362080,-85517707328469090,-144049088467453100,-132250118405697730,71461710842649720,83130728648074450,-97185766302785020,-73849648354153170,500003,0
10000036,20000439,Abthi,-125064096930509800,70103023135300860,-94018224875542270,-127516455296480770,-122611738564538800,64291826255636180,75914220014965550,-101155312405122980,-86881137345961570,500003,0
10000036,20000440,Enka,-169282385386756300,53565895109944240,-42153302063395980,-176484139440110820,-162080631333401730,47674963268136184,59456826951752290,-49044629214456824,-35261974912335140,500003,0
10000037,20000441,Osnins,-200152852254995700,22112944287074544,14551586353517396,-207465245654297280,-192840458855694100,17537501574935682,26688386999213404,8789366870752803,20313805836281988,500004,0
10000037,20000442,Chasnaye,-174060446956999500,16291193053907300,20525269139421144,-178722792969363840,-169398100944635100,5592235917868161,26990150189946436,13808632183571624,27241906095270664,500004,0
